answers
"Non, annuler un concert dun artiste qui critique le pouvoir en place est inquiétant..."
"Oui, c'est une bonne idée. En France il existe des valeurs et des principes autour de la république et de ses représentants. De ce fait il n'est pas acceptable de laisser libre cours à des personnes qui ne les respectent pas. Pour ceux qui mettent en exergue la liberté d'expression pour se justifier, le fait d'interdire ce concert n'est simplement une question de respect envers nos dirigeants que NOUS avons élus. Imaginez si elle avait dit ça d'une autre personnalité que les gens apprécient un peu plus. Enfin c'est aussi une question respect d'une personne; on ne lynche pas les gens comme ça, surtout pas en public."
"Non, absolument pas. Beaucoup d'artistes ont eu le droit de performer après avoir eu des propos racistes, homophobes etc, ça n'a quasiment pas posé problèmes alors que ce sont des paroles graves. Et là on devrait en empêcher une de se produire car elle ne soutient pas le président actuel ? Je trouve que c'est un pas de plus vers un État totalitaire."
Non. #jesuischarlieDepuis quand la liberté d’expression c’est « sauf quand ça dérange le gouvernement » ?
"Oui, à quel moment on tolère des paroles comme ""on aurait tous nos battes, avec nos petits clous. Et dans un feu de Bengale de joie, de chair vive et de sang, on le foutrait à terre. Mais gentiment, tu vois..."" ? C'est plus de la liberté d'expression, c'est de l'incitation à la violence. Que ça soit adressé à Macron ou à Gérard du PMU d'à côté."
"Non, c’est pas une dictature .. ou j’ai loupé un épisode en France 😅"
"Oui, il y a tout de même une différence entre liberté d'expression, la satire, la critique, la caricature et de parler de lynchage de qui que ce soit publiquement, qu'on aime cette personne ou pas, je ne parle pas de respect à avoir pour la fonction parce que c'est un non argument pour beaucoup je pense"
« qui aurait pu prédire le réchauffement climatique »
"Non. Ses propos étaient exagérés et burlesque, c’est exutoire et c’est le rôle de l’art. C’est pas la personne mais la fonction qui est visé."
"Non, la liberté d’expression c’est quand ça arrange le gouvernement. Ne plus pouvoir critiquer le pouvoir en place c’est le début de la dictature"
"Oui, elle a le droit de ne pas aimer Macron, de le critiquer, pas de faire des appels à la violence."
Comment c’est un débat ça? D’un côté on soutient Charlie Hebdo de l’autre on interdit une artiste ?!
