answers
"Oui, je ne comprends pas comment ils peuvent encore de nos jour proposer des produits qui soient 100% jetables.Pour ce qui est de la consommation des plus jeunes je suis d’avis que ce sont toujours les « ainés » qui entraîne l’envie des plus jeunes ainsi que le mimétisme de groupe ainsi que de la famille."
"Non, il y a des choses plus importantes à regler et cela n'empechera pas la contrebande comme pour tout ce qui est interdit... il serait peut etre bien de l'interdire aux mineurs cependant..."
"Oui, pour une raison simple : ca n'apporte rien de bon. Que quelqu'un défende l'intérêt de ne pas l'interdire je suis curieux"
Non je pense qu'il faut autoriser les puff réutilisables comme on peut en trouver en Annexe par exemple
"Non, quel intérêt d’interdire quelque chose car ça amène vers le tabagisme alors que le tabagisme est légal ? Ils déplacent le problème encore une fois"
Bien sûr que oui ! Et je comprends pas pourquoi on débat encore là dessus...
"Famille Rémy, parée pour battre le record ! @etienne_remy04 @titourem @agnes_d2rs 😂😂"
@chvdal 😢
"Oui, question d’écologie"
Oui
Oui
@mielle_v @oliviasgn @neela.c @gael.barthelemy il s'en passe des choses chez nous 🤣
@jb_doe6 oh les Doelsch calmez vous
"Oui, désastre écologique et de santé publique, si certains veulent fumer autant prendre une cigarette électronique il y a des goûts similaires et c'est moins problématique pour l'environnement"
OUI OUI OUI OUI
Oui tout forme de cigarette électronique ou non doivent être interdit 66 000 mort du tabac par an en France c’est beaucoup trop !
Oui
Oui il faut l’interdire. Nous avons eu un soucis avec ce genre de cigarette dans mon collège. Les élèves sont persuadés que la puff est un bonbon et donc non nocif….
"Oui, ras le bol de ramasser les puffs de porcs sans aucune éducation, sans le moindre sens civique, quand je balade par chez moi. Je parle même pas des mégots de cigarettes que je pourrais compter par milliers par semaine, sur un seul village, mais bon le débat là c'est les Puffs"
C’est interdit en Belgique ?? mais je vois des puffs partout pourtant 😭 je ne comprends pas mdr
Oui
Oui. Si les gens veulent fumer la cigarettes électroniques ils peuvent prendre des rechargeables. Les cigarettes électroniques jetables comme les puff sont un désastre pour l'écologie et ne devrait plus être autorisés.
"Oui, ce produit constitue un désastre écologique réel et vraiment inquiétant.(En revanche ce n’est pas interdit en Belgique, j’y habite et j’en vois facilement dans les magasins professionnels de cigarettes électroniques et dans la majorité des Night Shop)"
oui
oui
"Oui , en effet , cela pousse les jeunes à commencer très tôt à vapoter , ils seront donc pousser ensuite à fumer . Les Puff sont notamment accessible facilement et à un prix convenable , les jeunes n'ont donc pas de soucis à s'en fournir."
Par contre les puffs sont grave pas interdîtes en Belgique
"Oui c’est à bannir. En plus des risques pour la santé et addiction, C’est une aberration écologique de mettre des batteries au lithium dans une clope non réutilisable que la plus part jette à la poubelle normale."
Oui
oui
Oui. Je dirais même qu'il faudrait interdire toutes sortes de cigarettes des classiques au électronique car ça devient de plus en plus ridicule tout ça...
"Oui, c'est très mauvais pour les jeunes, il n'y a aucun contrôle et ils sont jetés dans la rue, ce qui polluent beaucoup"
Oui c’est un des pires fléau de la jeunesseÇa a remplacé les cigarettes et multiplié leur impact par 10
oui
Oui
oui
NON et c’est un grand non car cela permet aux fumeurs d’arrêter de consommer des cigarettes et donc engendrer un regain de santé (la puff etant 20x moins nocive)
C’est comme des bonbons pour les collégiens !! Et vraiment peu écologique ! Je ne comprends pas que ça puisse arriver sur le marché ! Un fléau 🥲
Oui
Non car c'est presque sans danger et je trouve ça hypocrite qu'ils veulent les interdire soit disant pour éviter aux jeunes de tomber dans le tabagisme...ils feraient mieux de plus contrôler les tabacs et interdire directement les cigarettes mais bon ils  se font tellement d'argent avec...
Oui
non
Oui
Oui
"Oui, aberration écologique et incite les jeunes à fumer"
"Oui, il faut combattre ce fléau qu'est l'envie de fumer chez les jeunes, certains commencent dès le début du collège c'est affligeant"
@tom.vbt Genech c’est la zone
Oui
"Non, je pense que prévenir et renforcer à la limite les contrôles pour les mineurs serait mieux"
"Oui c’est un désastre écologique, et il nous amène nous les jeunes au tabagismes, le plus important restant de sauver notre planète , je pense qu’il faut l’interdire"
Non
Oui
Oui
Il y a des cigarettes électroniques à usage unique en vente libre et sans ordonnance dans toutes l'Irlande
"Oui, c'est un non sens écologique. C'est un produit avec un design pour attirer un jeune public et les rendre dépendant"
Oui
"Non, il serai temps que les français soient responsables et assument leurs conséquences. Si ils veulent fumer ils fument. Toujours besoin d’être pouponné et de dire bien et pas bien."
Oui car même en renforçant les sécurités pour les mineurs c'est toujours facile de s'en procurer du coup c'est non merci
Il faudrait surtout verbaliser les jeunes qui fument ça doit pas être bien compliqué à trouver.Ça en calmerait certains le fait de pas pouvoir fumer en public par peur de se faire contrôler
La question ne devrait même pas se poser tant c'est une aberration écologique. Je me demande comment leurs patron.nes de cette entreprise ont prévu de faire vivre leurs enfants sur notre planète 🤷🏻‍♀️🤬
"oui, c'est polluant et pas du tout écologique en plus d'être une véritable arnaque. D'ailleurs une part inquiètante des vendeurs de puff ne vérifient meme pas l'age des jeunes tant la demande est forte chez les mineurs."
Personne parle de ce nom de village ? Viols-en-Laval ??? C’est haaaardcore 😭😭😭😭😭😭
"Oui, désolé @paulineblanchon"
Oui
Oui
Oui
@loulilou.d ta famille fait l’actu !
"Oui, c'est un gâchis d'argent. Les puffs en Irlande sont toujours autorisée au dessus de 18 ans d'ailleurs"
"Je ne comprends pas la réponse 'oui' sélectionnée : le recyclage, ce n'est pas la consigne. La consigne, c'est la réutilisation et c'est à ça qu'on doit revenir !"
Oui interdisons les puffs c'est un truc de piche
@jeanne_str_ mdr les vapes ban en Irlande ?
Oui
Oui
@rufine_gsl20 c’est l’institut mdr
oui
Oui
C’est moi le frère du cousin du père au neveu de ta cousine Samantha. Tu te rappelles pas… ah non c’était pas toi… où je t’ai croisé déjà…laisse moi 2 secs
"Oui, pas normal en 2023 de commercialiser ce genre de produit"
Oui
Non
Évidemment que oui
Oui
@sarah_vandb genech cityyy
Oui
Oui
OUI ! pour une fois que ce gouvernements fait qu el que chose de bien!
Oui
oui
@lloutch 😮
"Oui, tout type de cigarettes doivent également être interdites"
Non mais régulariser
Oui
Oui
Oui
Oui
oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
"Oui. Je trouve que c'est une aberration pour la planète et pour la jeune génération, on essaye par tout les moyens de ne pas inciter les jeunes générations à fumer. Cela les entraîne au tabagisme et ainsi consomme de plus en plus de choses très mauvaises. Normalement les cigarettes électroniques étaient dédiées au personne voulant arrêter le tabac mais malheureusement, se principe se déroule aussi dans l'autre sens où les jeune commence par les cigarettes électroniques et vont ensuite à le recherche de plus grande sensation."
Oui
Oui
Oui superbe décision 😍😍😍👏👏👏
Oui
Oui
Oui
oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
oui
On fire🔥🔥😈❤️
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui c'est aussi dangereux que la cigarette et c'est vendu à des mineurs !
"Oui, des cigarettes jetables en 2023 c’est juste n’importe quoi"
Oui
"oui, mais selon moi toutes les cigarettes enfaite. C'est bien beau de mettre des images dégoûtantes sur les paquets pour ""nous dissuader d'en acheter"" mais si le gouvernement voulait vraiment que les gens arrêtent de fumer il faudrait les retirer du marché (mais bon, l'économie du pays est plus importante que la santé) au lieu d'ajouter quelques euros tout les ans, ce qui sert juste a appauvrir ce qui en consomment (oui je me suis bien éloignée du sujet, my Bad)"
Oui
Évidemment
oui
Oui
Oui
Oui
OUI!!!
Oui
oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui ! Ce genre de merde devrait être interdit en therme d’écologie.
Oui
"Oui, il y’a plein de pré ados qui en fument alors qu’ils n’ont même pas 12 ans et ils en sont adict c’est très grave"
Oui
Oui
Oui
Oui
Oui !
Une cousinade géante ? J'attends la vôtre @paul_bvd 🤣🤣🤣🤣
Oui
Oui il faut arrêter
Oui
"Je pense qu'il faut les encadrer plutôt que les interdire, en trouvant un moyen de les recycler ou alors de réduire la nicotine présente a l'intérieur"
Oui !
Ça choque personne qu’une ville en France s’appelle Viols en quelque chose ou ? Bizarre
Oui
Oui
Oui
Oui
Interdire surtout en France ça sert à rien car on dirait que les français pensent que les règles sont nécessairement faites pour être violées.
Oui
Oui
Oui
Oui
Bien sûr que OUI car c’est un véritable non sens écologique et un tabagisme de substitution
"Oui, pour les raisons énoncées dans ton post"
Oui
"Oui. Ce produit a que des désavantage, son prix, son bilan carbone, le fais que c'est utilisé principalement par des geunes et puis on sait tous que c'est une aberration écologique ! En plus si vraiment tu veux une alternative il y a les cigarette électronique rechargeable"
Oui. Tous les produits à usage unique qui ont un équivalent réutilisable doivent disparaître.
Oui
Oui
Oui
Oui
Oui
"Oui je pense que c'est une bonne idée l'interdiction des puff car en 2022, selon un sondage de l'ACT-Alliance contre le tabac, plus de 13 % des adolescents en France révélaient l'avoir déjà utilisée, alors que pour la plupart du temps ces personnes sont mineures et n'ont donc pas le droit d'en acheter. Cela représente aussi un problème écologique important si elle sont très répandues."
Oui
Oui
Oui
"OUI. Idem pour tous les produits à usage unique constitués de plastique (briquets, rasoirs, couverts, sacs…)."
oui
Oui
Oui
"Oui, et ça sera un grand pas avant l'interdiction du tabac qui détruit la nature autant que la santé des gens."
Oui
Oui
Oui
Oui
Oui
"Oui, il faut les interdîtes et les rechargeables aussi."
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
"Oui, mais il ne faut pas en parallèle prescrire et rembourser les cigarettes électroniques dans les thérapies pour sortir du tabac (ce qui n'a malheureusement pas été mentionné dans le post)"
Oui
Oui
Oui
Oui
Oui
Oui
Oui
"oui il faut les interdire, elles incitent simplement les jeunes à fumer avec leurs goûts et leurs couleurs et ne sont d’aucune utilité aux fumeurs souhaitant arrêter de fumer, de plus elles sont extrêmement polluantes et non recyclables, aucuns avantages mis à part un bas prix qui est déjà bien trop cher pour un tel produit"
Oui
Oui
Oui
Oui c’est impensable que des trucs pareils circule. On nous bassine avec l’écologie etc et ces machins sont jetables plastique batterie etc !! Sans parler du fait que les jeunes se mettent à fumer pour rien bref c’est à bannir oui
Oui
Oui
Oui
Oui !
Oui
Oui
Oui
"Oui, les jeunes les utilisent et ça peut les inciter à fumer plus tard. C’est un fléau inarrêtable pour eux car ils voient leurs amis fumer et le font aussi"
Oui
Oui
Oui
Oui
Oui
Oui
Oui
oui
Oui
Oui
Oui
Oui
Oui
Oui c'est une aberration écologique
Oui
Oui
"Oui car déjà que ça rend accro àu cigarette et tabac, en plus elle peuvent provoquer des feux et son négatifs pournl’écologie"
oui
Oui
Oui
Oui
Oui
oui
"Oui, evidemment"
"Oui, clairement"
Oui
"Oui, après il faudra que le gouvernement trouve une bonne idée pour que réellement personne n'arrive à s'en procurer"
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui il faut interdire les puff pour protéger les éventuels consommateurs des effets néfastes qu’ils pourraient ignorer. Pr ailleurs il y a déjà les cigarettes en vente libre qui détériorent la santé
Erdogan 😎❤️🇹🇷
"Oui, et ce sondage avait déjà été fait."
Oui
Pardon Les puffs interdit en Irlande ? Y en a partout et c'est vendu a tout le monde... C'est une marque puff ou c'est juste une cigarette électronique jetable ?
Oui
Oui
Les ecolos ils font des manifestations pour la protection de la planète et en même temps font des rêves party dans des sites naturels protégés
oui
Oui
Oui
"La France pourrait interdire le tabac au fur et à mesure comme en Nouvelle Zélande aussi, mais elle ne prend aucune mesure forte alors que ça fait un paquet de morts."
Oui
Oui
Oui
oui
Oui
Oui
"Et bé, bravo les militants voisin !"
OUI
Oui
Oui
Oui
"Oui, c'est inutile !"
Donc on ne peut plus voir les commentaires sans commenter ?
Oui
Oui
oui
Oui
oui
Oui
Oui
"Les réactions de certains des partisans d'Erdogan à sa réélection sont plutôt inquiétantes, en gros : écrasez-vous les opposants de notre guide suprême, parce  on va vous mettre la misère ! Les opposants qui sont tout aussi turcs qu'eux-mêmes ! Le tout dans un pays démocratique et laïque !"
Oui
Oui
Oui
Bah oui clairement !
Oui
Oui
Oui
En plus les puff c’est pour les fragiles
Oui
Oui
c’est pas du tout illégal en Belgique
Oui mais en fair des renouvelables avec une consigne serai plus intéressant
Oui
Oui
827 membres d'une même famille ? C'est pas étonnant qu'après on prend le Nord comme des consanguins (signé  nordiste qui déteste le cliché de la consanguinité) mais ça montre que les villes poussettes des hdf perdurent 🤔
Oui
827 membres d'une même famille ? C'est pas étonnant qu'après on prend le Nord comme des consanguins (signé  nordiste qui déteste le cliché de la consanguinité) mais ça montre que les villes poussettes des hdf perdurent 🤔
"Oui, ce produit à usage unique est un non sens écologique, et le marketing "" coloré "" avec des goûts différents ne fait qu'amener les jeunes au tabagisme (alors que celui ci est considérer comme ringars, les cigarettiers tentent de nouvelles approchent ..)"
Oui
"Oui! Un poison pour les jeunes, un poison pour la planète ! Je ne vois aucun argument pour !"
"Et 16 000 personnes sur les routes de Paris Chartres , c’est pas une info en ce week-end de Pentecôte ? 🔥🤗"
"oui, c'est horrible pour l'environnement. ça devrait pas être jetable"
Oui
Oui
Y a vrmt une ville qui s'appelle viols-en-Laval ? Y a rien qui va là 😅
Oui
Oui
Oui
Oui
Oui
"Milles fois oui ! C'est un danger pour les mômes et un danger pour la planète. On a tous déjà vu des collégiens ou lycéens jeter des briquets au sol pour les faire exploser, imaginez une seconde ce que ça peut faire une batterie ! Je ne comprends pas que ce produit soit vendu à des mineurs ! 🥲"
oui
Oui
Oui
Oui !
"Oui, évidemment. Il n y a aucun argument en faveur de la vente de puff en dehors de l argument économique pour celui qui vend!"
Oui!
Oui
Oui
oui
Non
Oui
Oui
Oui!!
Oui
Oui
Oui
oui
Ouu
Oui
Oui
Oui!
Oui
Oui
Oui
Oui
"Oui, s'en procurer facilement et la jeter dans la journée ne responsabilise pas les fumeurs qui le amènent à normaliser la pratique. Sans parler des conséquences écologiques négatives."
"Oui , car de toute façon pour moi il faudrait interdir la cigarette tout cours , c’est mauvais pour l’écologie et en + pour la santé , et le pire c que sa commence de plus en plus tôt la consommation de tabac"
Oui
Oui
Oui
Oui !!
Oui
Oui
Oui
L’Irlande du Nord à interdit. Parce que j’ai passé 1 mois à Dublin et je peux vous dire que ce n’est pas interdit la bas
"Oui pour l'écologie, après un jeune qui veut fumer fumera c'est tout.. et il se dirigera vers les cigarettes standards pas très ecolo non plus et qui finit souvent par terre donc bon.."
Oui
"NON ! A voir pour le côté recyclage de cet appareil mais il faut arrêter. C’est un prétexte pour justement pousser vers les cigarettes, qui rapportent sûrement plus à l’état 💰 Si les mineurs ne peuvent en acheter alors qu’on nous sorte les chiffres en corrélation si il y a assez de recule dessus d’ailleurs … 🙄"
Oui
Non
Non. Je suis pour les cigarettes puff
Oui
🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼
OUI
Oui
Oui
Oui
OUI
Oui
Oui
Oui.
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui !!
Oui
Bien sûr
Oui !
Oui
Oui
Oui
Oui totalement
oui c de la merde acheter une vrai CE ça pollue moins e au final ça revient moins cher
Oui
"Non. Encore et toujours des interdictions en France ! Interdir la vente aux minuteurs oui, mais pourquoi l’interdire aux adultes ? S’ils veulent fumer, qu’ils le fassent, ils sont suffisamment grands pour en connaître les dangers."
Les musulmans adorent le fascisme. Sauf en France ils préfèrent l'extrême gauche
Oui pour l interdiction des puffs
Oui
Oui
Oui
Oui
Oui
Merci 🙌 d’avoir mis à l’honneur notre réunion de famille 😍
Oui
"Je ne comprends pas même pas que, de nos jours, il y ai la création de ce genre de cigarettes. C'est une honte et il faut stopper cela."
Oui
"Oui, et c'est triste qu'on en vient encore à dire ""c'est leur choix"" alors que les enjeux impactent énormément les non fumeurs et pas seulement les fumeurs (l'écologie notamment mais même notre propre santé peut être menacée dans certains cas)."
Oui
Oui
Oui
Évidemment c'est de la merde de A à Z. Que ce soit d'un point de vue écologique et de santé.
"Après c’est le Nord, normal qu’ils soient autant dans la même famille 😂"
Oui
Oui
oui
Oui
Oui
Oui
Je pense pas qu'interdire les puffs changera quelque chose je suis plutôt pour le fait de sensibiliser les jeunes en leur exposant les enjeux pour l'environnement et leur santé
Oui !
Oui
oui
"Oui.1 - C'est une aberration écologique, le concept même du jetable étant la pire erreur qu'on ait faite pour l'écologie2 - Par le prix, la simplicité et les couleurs vives (interdites depuis longtemps sur les paquets de cigarettes) C'est très clairement destiné aux enfants. Ce qui déjà est super malsain, mais aussi fait que les règlementer n'entraînera que des abus.3 - Ça n'a absolument aucun intérêt. Déjà que les puffs rechargeables sont des versions plus simple à se procurer et à utiliser des cigarettes électroniques, pourquoi faire une version ENCORE plus simple à se procurer et à utiliser ? C'est cela qui crée le point numéro 2. En bref on doit les interdire, et les majeurs qui en fument passez simplement aux rechargeables, ça soulagera la planète et votre porte-feuille pour presque aucun effort"
"Oui, l'aberration est la suivante :  électrique .... jetable ??? C'est plus qu'absurde ce concept. D'un point de vue écologique c'est du grand n'importe quoi surtout en 2023."
Oui
Oui c'est un non sens d'avoir pu commercialisé des cigarettes jetables dans ce monde qui est submergé de déchets...
Oui
Oui
Oui
Oui
Oui bien sûr..
Oui
"Oui , y’a déjà la CE pour les amateurs de fumé à la barba papa.Jeter une batterie comme ça c’est vraiment pas écologique ( et mon dieu ce que ça vaut cher pour ce que c’est )"
"Oui, d'un point de vue écologique c'est vraiment n'importe quoi, et côté jeune, la plupart des collégiens ont testé, même en 6 ème, et en primaire il y a eu des cas, c'est un peu dommage de vendre cette merde , il existe bien assez de façons de fumer pour ne pas faire une batterie électronique jetable 🥲"
Oui
Oui
Oui
Oui
Oui
Oui
Iui
Oui
Oui
"Oui, ça n’a aucune utilité."
J adore le non sens ... Ça amène vers le tabagisme donc il faut l'interdire ... Pourquoi ne pas interdire le tabagisme alors 😂😅? Ou est la logique
Oui
"Oui, cela incite les jeunes comme les moins jeunes à Fumer. #attention a sa santé !"
Oui
Oui
Oui
Oui
"Oui, car tout le marketing est fait pour les jeunes (j’avais regardé un documentaire dessus) et en plus c’est polluent à souhait, que ce soit dans la fabrication, le fait que ce soit jetable…"
"Oui, car cela pollue pour une activité inutile."
NON
Oui
Oui
Oui !
Oui
Oui
Oui
Renouvelle toi
"Oui, il faut absolument les interdire. Non seulement c’est impensable qu’on vendent encore aujourd’hui des plastiques à usage unique mais en plus les liquides qui s’y trouvent sont hautement addictifs, très sucrés et ne répondent pas aux normes françaises des e-liquides."
Oui
Oui
Oui
Oui
Oui
"Les puffs ne sont pas interdites en Allemagne, j’y vis"
Oui
Oui
"Interdiction de cigarettes puffs évidemment, mais qui a autorisé déjà sa production et sa commercialisation ? Des trucs jetables en plus ! Aucun sens !"
Oui
"Oui, il faut surtout supprimer par rapport à l’absurdité écologique que cela représente"
Oui
oui
Jsp
Oui
oui et même la cigarette tout court
Oui
Oui
oui
Oui. C'est évident que les puffs sont à contresens de ce qu il faut faire.
Oui
Oui
OUI
"Oui, au même titre que les cigarettes"
La cousinade dans le nord … quel hasard ! 😂
Oui
En même temps ils sont dans le nord ça m’étonne pas
Oui
Oui
La météo 😂😂😂🥳
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
Oui
"oui, elles invitent largement à fumer !"
Vive la free party !!!!!!
"Oui.  La cigarette électronique comme alternative pour l'arrêt du tabac progressif pourquoi pas, mais proposer à des jeunes un produit qui se consomme comme un bonbon et installe le rituel du tabagisme c'est faire le lit d'une dépendance. Sans parler de l'aberration écologique au moment où l'on cherche à diminuer la production de plastique. Encore un non sens total !"
Oui
Oui
Oui
oui
oui
Oui
Oui
Je suis pour l’éradication de ces cigarettes piégeantes
Oui
Oui
Oui
"Oui il faut absolument les interdire, principalement parce que c'est un déchet plastique à usage unique"
Oui.
Oui
Oui
Oui
"Oui, pour des raisons écologiques. Parce que pour le tabagisme... Bon les gens font ce qu'ils veulent après tout ils n'ont pas 4 ans."
Oui
Oui
Oui
Oui
Oui
Oui
"Celles avec nicotine oui, celles sans non. Celles sans nicotine ne présentent pas de danger pour la santé (si je ne me trompe pas) @hugodecrypte"
Oui
"Oui vraiment la puff c'est comme le tabac, se dire que ça va parce que c'est ""juste"" une puff et pas une cigarette ça n'a aucun sens."
Oui
Oui
Oui
Oui
Oui
Oui!
Oui
Génial!!!! Merci de nous faire honneur en parlant de cette cousinade 🥳🤩
16000 personnes qui marche 100 km en 3 jours de Paris à Chartres et on en parle pas ?🤔
Oui
Non
Oui
Oui
Oui
Oui
Sans opinion
Oui ! Autant prendre une cigarette électronique à 20€ qui va durer dans le temps. Les puffs sont jetables et ne durent pas longtemps. Elles sont très difficiles à recycler et n’ont aucun intérêt à mon sens
OUI
Oui
Oui
Sacré famille du nord dit donc
Oui
Oui
Oui
Oui
On était à valence 😉
Non
Oui
Non consigne en verre.
"Oui il faut l'interdire. C'est pas écologique,cela ne se recycle pas et dans quel années on se posera la question comment faire."
Oui
Oui
Évidemment oui
Oui
non vive les puff🎃🎃🎃🙌🙌👊🏽😺🙀😿😾😾
"Le tabagisme est déjà un fiasco écologique il suffit de regarder la composition des filtres, du tabac, les agents chimiques utilisés pour blanchir les feuilles à rouler ou mm l’empreinte carbone de l’importation des quantités astronomiques de marchandises. De plus il suffirait de ne commercialiser que les versions rechargeables des puffs qui existe déjà. Si les puff sont interdites alors le problème écologique est déplacer. De plus si elle “amène vers le tabagisme” je pense qu’il faut réguler sa vente car on en trouve dans les épiceries et dans certains magasin. Je pense qu’il faudrait appliquer des amendes plus lourdes pour les point de ventes qui vendent ces produits aux mineurs que ce soit le tabac ou les puff."
Oui
Oui c'est non réutilisable en plus avec des batteries et même c'est inutile
Oui
Oui
Oui
Oui pour le côté écologique ! Il faut arrêter avec ce genre de produits de consommation avec un temps d'utilisation aussi réduit
Oui
Oui
Oui
0
OUI
Le 28 mai pire erreur
Oui
"Oui, et si on pouvait interdire les cigarettes tout court au passage... 👍"
Oui
😮
"Oui ! En temps que fumeuse je reste favorable à l'interdiction des puffs. Car contrairement aux cigarette électronique, elles ne sont pas rechargeables et les lieux qui en vendent ne vérifient même pas l'âge des clients, ce qui laisse à des mineurs la possibilité de consommer de la nicotine. Certaines ""vapes"" sont pour aider à arrêter de fumer, les puff encouragent et sont d'autant plus dangereuses car pour avoir ""l'arôme"" il faut aspirer très fort donc c'est aussi mauvais qu'une cigarette au final, elles sont un désastre environnementale et surtout, on ne connait pas la composition, donc on fait fumer sûrement de la merde à tes jeunes."
"Oui, il existe encore des cigarettes électroniques pour le besoin (réutilisable). C’est un fléau écologique. Malgré tout le problème du tabagisme ne vient pas de la puff"
Oui au moins pour l’environnement
Oui
Oui
Oui
"Oui, y'a aucun argument en sa faveur, juste le fait que ce soit non réutilisable déjà ça devrait pas passer alors qu'il existe depuis des années des vapes réutilisables. Comment on a pu autoriser ça."
Avant que les cigarettes jetables ne soient commercialisés en France il me semble que les gens et en particulier les jeunes n’avaient pas nécessairement de mal à se tourner vers le tabagisme. Maintenant d’un point de vue écologique oui.
"Non. Moi la puff m a aidé à diminuer la cigarette par 4 donc c'est très positif. Il y a des gamins qui fument des ""vraies"" cigarettes en CM1 ( oui j'ai des noms) . Donc si un mineur veut fumer il fume. Par contre c'est bien pour aider à arrêter donc pour moi c'est super positif."
OUI (c’est tellement aberrant en terme de répercussions environnementales que ça devrait déjà être interdit depuis longtemps pour moi)
Oui
Oui !!!!
"Oui, une batterie en lithium jetable c'est très débile et le truc est marketé pour les jeunes"
Oui je pense que les puff JETTABLES devraient être interdits car ils sont hyper polluant et quasi personne en dispose correctement
Oui
Oui
Oui
"Ca existe deja notament dans les Leclerc ou pour chaque bouteille plastique tu as 2 centimes je crois... mais le montant est ridicule, je ne dis pas qu il faut l augmenter mais juste que pour 12c pour un pac de cristaline, ca motive pas a garder toutes les bouteilles pour les ramener , autant les mettre dans le bac jaune!"
"Ca existe deja notament dans les Leclerc ou pour chaque bouteille plastique tu as 2 centimes je crois... mais le montant est ridicule, je ne dis pas qu il faut l augmenter mais juste que pour 12c pour un pac de cristaline, ca motive pas a garder toutes les bouteilles pour les ramener , autant les mettre dans le bac jaune!"
Oui
Oui
Erdogan reisss 💡💡💡
Non. Il faut les réglementer. Augmenter les sanctions pour les bureaux de tabac qui en vendent aux mineurs. Mettre des poubelles recyclable dans chaque tabac pour que les puffs puissent être recyclées. Le nombre de personnes que je connais qui ont arrêté de fumer grâce aux puffs est plutôt élève donc je suis contre cette interdiction mais pour une meilleure réglementation
Oui
Oui
Oui
C'est pas la JDC qui remplace le service militaire mais le SNU
Oui
Les adultes connaissent les risques mais ce n’est surtout pas écologique
Oui
Ouii
Oui
Ouu
Oui
Oui
Oui
Oui
"Oui, que des désavantages que ce soit niveau écologique ou niveau santé des jeunes, ça fait déjà des dizaines d'années qu'on essaye de lutter contre le tabagisme"
